Asteraceae,Lactuca,sativa,Lettuce,ROMAINE,OP,West Coast Seeds,LT488,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6-6.5,n/a,n/a,n/a,n/a,n/a,n/a,1 cup of balanced fertilizer for a 10’ row,n/a,Try,0.5,Try,1 per a block. Keep below 25 degrees celcius,15 April,01 June,30 September,Every 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,65
Asteraceae,Matricaria,recutita,Chamomile,MATRICARIA RECUTITA,n/a,West Coast Seeds,HR1057,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Chamomile seeds, like carrot seeds, are tiny and will not germinate if sown too deeply or allowed to dry out.",n/a,"Harvest the small, sweet smelling flowers once the petals begin to curl back towards the center. Use petals fresh or dry. The leaves can be gathered in the spring to early summer and used fresh or dryed",n/a,n/a,Well drained warm soil,n/a,n/a,Full sun,n/a,n/a,1/2”,n/a,n/a,n/a,n/a,0.5,n/a,2 seeds per a cube. Thin to one. ,15 April,n/a,n/a,Every 2 weeks,,,,,,,,,,,,,,,◼︎,,◼︎,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Asteraceae,Tagetes,patula,Marigolds,SPARKLY MIX,n/a,West Coast Seeds,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Seedlings are susceptible to damping off. Provide ventilation and bottom water.,Pinch tips to encourage bushier growth,Remove blooms continuously,n/a,n/a,n/a,n/a,n/a,n/a,6-12”,6-12”,1/8”,Bottom Water,n/a,n/a,Try,1.0,Mar 1,2 seed per a cube,01 March,15 May,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Asteraceae,Tagetes,tenuifolia,Marigolds,GOLD GEM,n/a,West Coast Seeds,FL2945,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Seedlings are susceptible to damping off. Provide ventilation and bottom water.,Pinch tips to encourage bushier growth,Remove blooms continuously,n/a,n/a,n/a,n/a,n/a,n/a,6-12”,6-12”,1/8”,Bottom Water,n/a,n/a,Try,1.0,Mar 1,1 seed per a cube,01 March,15 May,n/a,n/a,,,,,,,,,✪◼︎,,,,,,,,,,✩,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Boraginaceae,Borago,officinalis,Borage,BORAGE OFFICINALIS,n/a,West Coast Seeds,HR1037A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Eat the young leaves in salads and stews. Flowers are also edible,n/a,Keep moist until seeds germinate,"They have large tap roots that don’t like being disturbed, so don’t transplant",Keep flowers pinched off to prevent self seeding.,n/a,n/a,n/a,n/a,n/a,n/a,24”,24”,1/2”,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,15 May,15 June,Every 2 weeks,,,,,,,,,,,,,,,,,,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Boraginaceae,Phacelia,tanacetifolia,Phacelia,n/a,n/a,West Coast Seeds,FL3445B,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Not edible. Honey plant.,n/a,n/a,n/a,n/a,n/a,n/a,Ordinary well drained soil.,n/a,n/a,n/a,4-8”,4-8”,14”,n/a,No need,n/a,n/a,0.5,n/a,n/a,n/a,15 May,30 June,Every 2 weeks,,,,,,,,,,,,,,,,,,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Brassicaceae,Brassica,juncea,mustard,BAU SIN,OP,West Coast Seeds,MU539,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Salads,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6-6.5,Moist until established and then regular. Don’t require heat to germinate.,n/a,2” apart and then thin to 6”,8”,1/4”,n/a,Keep well fed. Use liquid once during growing season.,n/a,Try,0.5,Mar 1,n/a,n/a,15 April,30 September,Every 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,40-50
Brassicaceae,Brassica,juncea,mustard,TOKYO BEKANA,OP ,West Coast Seeds,MU564,2,4,n/a,n/a,n/a,n/a,n/a,n/a,Salads,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6-6.5,Moist until established and then regular. Don’t require heat to germinate.,n/a,2” apart and then thin to 6”,8”,1/4”,n/a,Keep well fed. Use liquid once during growing season.,n/a,Try,0.5,Mar 1,n/a,n/a,15 April,30 September,Every 2 weeks,,,,,,,,,✪,,,,,,✩,,✩,,✩,,✩,,✩,,✩,,✩,,✩,,✩,,✩,,✩,,,,,,,,,,,,,,n/a,40
Brassicaceae,Brassica,olearcea,Broccoli,GAI LAN,F1,West Coast Seeds,MU550,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,Steamed or stir-fried,n/a,n/a,n/a,Harvest stalks just before flowers open,n/a,n/a,"Fertile, well drained",n/a,n/a,n/a,8”,8”,1/4”,n/a,1/4 cup below each plant or 1 cup for 10’,n/a,Try,0.5,Mar 1,n/a,n/a,15 April,30 September,Every 2 weeks,,,,,,,,,✪,,,,◼︎,,◼︎,,◼︎,,◼︎,,❧✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,50-60
Brassicaceae,Brassica,oleracea,Kale,LACIANTO,OP,West Coast Seeds,KL439,1,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Anual,n/a,Always start indoors,n/a,n/a,n/a,"Well drained, fertile soil high in organic matter",6-6.8,Evenly Moist,n/a,12-18”,30-36”,1/4”,n/a,An early spring application of lime,n/a,Just a few to give it a try,0.5,n/a,1 seed per a block / better in a flat ,01 April,n/a,30 August,Every 2 weeks,,,,,,,,,,,,,❖,,❖,,❖,,❖,,✩,,✩,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,n/a,65
Brassicaceae,Brassica,oleracea,Kohlrabi,SUPERSCHMELTZ,OP,West Coast Seeds,KH432,0.25,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Direct sew. ,n/a,n/a,n/a,n/a,6-6.8,n/a,n/a,12-24”,12-24”,n/a,n/a,n/a,n/a,n/a,0.5,Apr 1,n/a,n/a,01 May,15 August,Every 2 weeks,,,,,,,,,◼︎✪,,◼︎,,◼︎✪,,◼︎,,◼︎,,◼︎,,✩,,✩,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,n/a,70
Brassicaceae,Brassica,rapa,Broccoli (might be a mustard),YU CHOI SUM,F1,West Coast Seeds,MU537,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Steamed, stir-fried or raw",n/a,n/a,n/a,Harvest stalks just before flowers open,n/a,n/a,"Fertile, well drained",n/a,n/a,n/a,8”,8”,1/4”,n/a,1/2 cup for 10’,n/a,Try,0.5,Mar 1,n/a,n/a,15 April,30 September,Every 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,35-45
Brassicaceae,Brassica,rapa,mustard (salad green),KOMATSUNA,OP,West Coast Seeds,MU540,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Salads, soups, stir-fries",n/a,n/a,n/a,n/a,n/a,n/a,n/a,6-6.5,Moist until established and then regular. Don’t require heat to germinate.,n/a,2” apart and then thin to 6”,8”,1/4”,n/a,Keep well fed. Use liquid once during growing season.,n/a,Try,0.5,Mar 1,n/a,n/a,15 April,30 September,Every 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,21-40
Brassicaceae,Raphanus,sativus,Radish,MINI PURPLE DAIKON,F1,West Coast Seeds,RD690,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Annual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2”,12”,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,15 April,15 June,Every 2 weeks,,,,,,,,,,,,,,,✩,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,40
Brassicaceae,Raphanus,sativus,Radish,WASABI RADISH,OP,West Coast Seeds,RD692,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Annual,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,15 April,15 June,Every 2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,60
Cucurbitaceae,Cucumis,melo,Melons,HALONA,F1,West Coast Seeds,ML500,0.25,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Do everything yo can to heat the soil and air.,Melons will not ripen off the vine so leave them intact even into September. ripe cantaloupes will easily detach from the vine with light finger pressure,n/a,n/a,Warm well drained soil.,6-6.8,Give ample water,,24-36”,5-6’,1”,n/a,Add dolomite lime and compost or well-rotted manure to the bed and ½-1 cup of complete organic fertilizer beneath each transplant,n/a,n/a,1.0,n/a,1 seed per a cube,15 April,15 May,01 July,n/a,,,,,,,,,,,,,,,,,◼︎,,◼︎,,,,❧,,❧,,,,,,,,,,,,,,,,,,,,,,,,n/a,75
Cucurbitaceae,Cucurbita,moshata,Butternut,EARLY BUTTERNUT,F1,West Coast Seeds,n/a,0.5,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Rich fertile soil,6-6.8,Consistent ample moisture. Avoid overwatering,Full,18-24”,36-48”,1”,Bottom water,1 cup balanced fertilizer below each transplant.,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,n/a,n/a,n/a,,,,,,,,,,,,,,,,,◼︎,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,88
Cucurbitaceae,Cucurbita,pepo,C.pepo,DESERT ZUCCHINI,F1,West Coast Seeds,n/a,0.5,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Rich fertile soil,6-6.8,Consistent ample moisture.,Full,18-24”,36-48”,1”,Bottom water,1 cup balanced fertilizer below each transplant.,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,n/a,n/a,n/a,,,,,,,,,,,,,,,,,◼︎,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,50
Cucurbitaceae,Cucurbita,pepo,C.pepo,JACK OF ALL TRADES PUMPKIN,F1,West Coast Seeds,n/a,0.5,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Rich fertile soil,6-6.8,Consistent constant moisture.,Full,3-4’,4-6’,1”,Bottom water,1 cup balanced fertilizer below each transplant.,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,n/a,n/a,n/a,,,,,,,,,,,,,,,,,◼︎,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,95
Cucurbitaceae,Cucurbita,pepo,Spaghetti Squash,PINNACLE SPAGHETTI,F1,West Coast Seeds,n/a,0.5,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Rich fertile soil,6-6.8,Consistent ample moisture.,Full,36-48”,48-72,1”,Bottom water,1 cup balanced fertilizer below each transplant.,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,n/a,n/a,n/a,,,,,,,,,,,,,,,,,◼︎,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,85
Fabaceae,Phaseolus,vulgaris,"Bean (drying, kidney)",BORLOTTI,OP,West Coast Seeds,n/a,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Allow drying beans to become plump and mature in the pods. Harvest when the pods have turned to a straw colour, then hand the whole plants out of the rain until the pods are brittle. Shell pods individually or thresh them in a pillowcase to collect the seeds.",n/a,n/a,Well drained warm soil,n/a,n/a,Full,2-4”,24”,1”,n/a,1 cup balanced fertilizer ever 10’,n/a,n/a,1.0,n/a,1 seed per a cube,01 May,n/a,n/a,n/a,,,,,,,,,,,,,,,,,◼︎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,80
Fabaceae,Phaseolus,vulgaris,Bean (yellow pod bush bean or wax bean),DRAGON TONGUE,OP,Heritage Harvest Seed,n/a,1,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60 days for snaps 90 days for drying,n/a,n/a,n/a,6-6.8,Adequite water,n/a,12”,24”,2”,n/a,n/a,n/a,n/a,1.0,n/a,n/a,15 April,n/a,15 July,n/a,,,,,,,,,,,,,,,◼︎,,◼︎,,◼︎,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,n/a,65
Fabaceae,Phaseolus,vulgaris,Beans (pole),FORTEX,OP,West Coast Seeds,BN132,1,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Need warm soil to germinate. Trellis. ,Keep pods picked for a better harvest.,n/a,n/a,"Well drained, warm soil.",n/a,n/a,Full sun,6-8”,18”,1-2”,n/a,1 cup balanced organic fertilizer for each 10’. Too much nitrogen is often the  cause of poor pod set and delayed maturity.,n/a,n/a,0.5,n/a,n/a,n/a,15 May,15 July,Every 2 weeks,,,,,,,,,,,,,,,,,,,✩,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,n/a,70
Fabaceae,Pisum,sativum,Peas,SUGAR ANN,OP,West Coast Seeds,PE617,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Perenial,n/a,n/a,n/a,n/a,n/a,Fertile well drained soil.,n/a,n/a,n/a,3”,12”,1-2”,n/a,Finished compost. 2 cups bonemeal or phosphate every 10’,n/a,n/a,0.5,Mar 1,n/a,n/a,15 April,30 July,Every 2 weeks,,,,,,,,,✪,,,,,,✩,,✩,,✩,,✩,,✩,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,n/a,56
Fabaceae,Vicia, faba,Bean (Broad),CRIMSON FLOWERED,n/a,Heritage Harvest Seeds,n/a,1,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Spray flowers with sugar water to encourage bees to polinate,n/a,n/a,n/a,6-6.8,Regular water. Stress will cause low yields.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,✩,,✩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
Lamiaceae,Melissa,officinalis,Lemon Balm,MELISSA OFFICINALIS,HR1097,West Coast Seeds,n/a,0.25,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,perrenial,n/a,Ensure ample air circulation ,For culinary use cut back hard periodically to stimulate new growth,n/a,Cut down to ground level and mulch heavily,Well drained sandy,n/a,Dry,Full sun to part shade,18-24”,18-24”,n/a,Bottom water,Poor soil,n/a,n/a,1.0,n/a,1 seed per a block. Prone to damping off. Don’t over water,01 March,n/a,n/a,n/a,,,,,,,,,◼︎,,,,,,,,,,,,❧,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a
